delta,theta,alpha,beta,label,subject_id
5.665737870322699e-11,4.632715956542412e-12,2.5449194336230167e-12,5.681729617401635e-13,N2,7012
5.6378777406172113e-11,3.796296933215569e-12,4.5885215827597135e-12,8.865621844667047e-13,N3,7012
7.251385133341193e-11,3.2487775779519754e-12,2.5230697445914767e-12,6.102195199297332e-13,N2,7012
8.148137125402458e-11,5.502364176724389e-12,4.063078152113975e-12,7.765896523089119e-13,N3,7012
6.31468642666996e-11,3.111619342164676e-12,1.6703017955804448e-12,4.1705667864762865e-13,N2,7012
1.0561714488098974e-10,3.860289264527308e-12,2.800204418126406e-12,5.746910594352052e-13,N3,7012
8.807184128658371e-11,4.257982775384999e-12,2.4777100338081225e-12,5.463092254231371e-13,N2,7012
1.1752669328949285e-10,5.812418697503515e-12,2.947970635037118e-12,5.888793217521777e-13,N3,7012
6.263482763915153e-11,4.640301482738709e-12,2.3098244609244735e-12,4.526711106503663e-13,N2,7012
9.348987090794685e-11,3.271657777596263e-12,1.8228243230552485e-12,5.673485016908466e-13,N3,7012
8.016059363276076e-11,5.429702890649017e-12,4.253561453242268e-12,2.786700632108565e-12,N2,7012
8.246742298518621e-11,4.918847160259328e-12,2.440311115892082e-12,6.833184420878239e-13,N3,7012
5.987146707557861e-11,5.043481054520567e-12,2.3836899493147405e-12,7.609242659378932e-13,N2,7012
7.262664177132039e-11,4.9241154258222515e-12,1.836436072056786e-12,5.220234483970552e-13,N3,7012
1.2874666790135823e-10,4.948990856547965e-12,1.706454662262522e-12,4.5420997761060037e-13,N2,7012
1.1282512309385992e-10,4.962102400462209e-12,2.5999175259578544e-12,3.1745691736593466e-13,N3,7012
5.059825665077907e-11,4.3205702550787344e-12,1.3735423246958818e-12,3.135199071311288e-13,N2,7012
1.1087369067799567e-10,2.691442761517607e-12,4.1712533899414974e-12,1.2142804892720237e-12,N1,7012
3.8410772391807803e-11,2.890146188991886e-12,1.041837183195706e-12,7.07653948184117e-13,N2,7012
4.099625747669233e-11,2.8085838992189395e-12,1.189740357558584e-12,5.795678687797579e-13,N1,7012
8.909522237071803e-11,3.65953698252031e-12,1.4866496431465753e-12,5.94183224357536e-13,N2,7012
4.4907558637958474e-11,2.0164670599074024e-12,1.8086208127413904e-12,1.1292365499728302e-12,N1,7012
1.1196842964514376e-11,1.4740663974398012e-12,1.0655208809222588e-12,4.861167002985286e-13,N2,7012
9.343596811473538e-12,1.504904750496652e-12,1.3947462025923625e-12,5.608369860369923e-13,REM,7012
1.5297414655194998e-10,2.855178408908037e-12,1.4681019700331174e-12,7.408911521901599e-13,Wake,7012
2.8713298842538957e-12,1.2337403797478325e-12,9.512350291840002e-13,5.697851176990484e-13,N1,7012
7.501152527872416e-12,2.2578665917895555e-12,6.321565768254027e-13,4.845114258172394e-13,REM,7012
9.580144162366935e-12,1.1102103256481337e-12,8.661488803787092e-13,6.175540745696212e-13,N1,7012
1.4172277867639151e-11,1.6749340176986176e-12,6.554942108138966e-13,2.6715409064386376e-13,REM,7012
8.261839997707147e-12,2.1885716222908893e-12,1.2704760972091579e-12,5.188489356639443e-13,N2,7012
1.0676113531446614e-10,4.8862387099240675e-12,2.320807002708764e-12,5.40846170329837e-13,N3,7012
4.5895129814420754e-11,3.7414825450221856e-12,1.8980890146524406e-12,4.106378214359044e-13,N2,7012
6.874651519004329e-11,5.145442536501202e-12,2.3884338675633437e-12,3.8892104448312867e-13,N3,7012
5.5312208837122654e-11,3.809346156619957e-12,1.1121029500409888e-12,1.8454220986687144e-13,N2,7012
9.902571863933803e-11,6.932320164301711e-12,2.5577343174688593e-12,4.667270714102512e-13,N3,7012
7.68173653123631e-11,4.101260048054621e-12,1.7099541874118687e-12,4.75131158280285e-13,N2,7012
1.0841179913988326e-10,5.49292948584884e-12,1.7122027318801164e-12,2.7638049271887843e-13,N3,7012
1.1849027323701167e-10,5.944087645321786e-12,1.3155907186831463e-12,2.0636676277502017e-13,N3,7012
1.2407522866951018e-10,4.8749104689944645e-12,1.957348481050621e-12,2.782761984556062e-13,N3,7012
1.0263124581951919e-10,6.0444552916122375e-12,1.6884829557265045e-12,2.7197577752330855e-13,N3,7012
1.6223523590918711e-10,6.356008932282576e-12,1.0571846350824047e-12,2.0769094428445542e-13,N3,7012
2.500434421716915e-10,5.244554076039497e-12,1.5970407336935612e-12,2.903826035854539e-13,N3,7012
8.901868424980947e-11,4.019186228189756e-12,1.1019764519479347e-12,2.283686521977344e-13,N3,7012
1.200234969847281e-10,6.582593506097186e-12,3.06627766137451e-12,8.369581284466953e-13,N2,7012
2.5329815610932685e-10,1.030803836303438e-11,3.3193538732175908e-12,3.237908160844905e-12,N1,7012
1.6310096083692226e-10,9.214086124785234e-12,1.5350762964437363e-12,6.017089047493333e-13,N2,7012
1.5788616937047495e-10,5.258996698999139e-12,2.164537410414481e-12,6.223411319220577e-13,N3,7012
6.683511985843312e-11,6.58244582270302e-12,1.5244718635746273e-12,3.441769822116565e-13,N2,7012
4.4776755816403626e-11,6.954193793507073e-12,2.7707933823316565e-12,7.993285804475801e-13,N3,7012
7.876218814638318e-11,3.783590978445779e-12,1.3826899701940128e-12,4.2367294014166746e-13,N2,7012
9.205842581055692e-11,5.707387814075871e-12,1.448437070643697e-12,2.483490084968591e-13,N3,7012
5.653269592569508e-11,1.2866645774953776e-11,3.5947477255927166e-12,7.847839837764186e-13,N2,7012
6.810467287193532e-11,5.467615890295893e-12,2.7046105469607187e-12,3.078166727659736e-13,N3,7012
7.999757354114928e-11,4.733269864222514e-12,2.214601576201449e-12,4.2249542706686995e-13,N2,7012
1.1355492552447845e-10,4.601364408340392e-12,2.2090383864325884e-12,4.492823972865154e-13,N3,7012
8.388167434513685e-11,3.238957546483333e-12,1.6079768137827244e-12,2.520101352026978e-13,N2,7012
1.8507875398295864e-10,6.848020795267989e-12,1.4625402083182402e-12,3.164190429474031e-13,N3,7012
6.868478932802387e-11,5.664767383414312e-12,2.883264117939337e-12,6.309750407531997e-13,N2,7012
8.977550870205418e-11,5.1346859779923185e-12,2.4467481282715175e-12,4.773560644597569e-13,N3,7012
8.64299785706571e-11,5.3247127229871664e-12,1.1184499921847961e-12,3.508807826066761e-13,N2,7012
1.234457949186981e-10,7.0447165068826955e-12,3.4648070019322636e-12,8.556437738144429e-13,N3,7012
9.077124189084886e-11,9.52777645640408e-12,3.944673034980047e-12,1.2954517126292561e-12,N2,7012
1.8846816556022647e-10,9.08375719627354e-12,2.43171740404069e-12,4.754778075326861e-13,N3,7012
5.7340474389271863e-11,4.4404232752206416e-12,3.0037820981555645e-12,5.402906695949707e-13,N2,7012
6.854842433721401e-11,5.4511779282624935e-12,2.2694622925981258e-12,8.771201264214257e-13,N3,7012
7.089359346854912e-11,4.6539051425984246e-12,3.74030287651767e-12,5.259787624165984e-13,N2,7012
8.37542517732901e-11,4.734961035346026e-12,1.6500466265619368e-12,5.330612681859262e-13,N3,7012
3.8536535335832744e-11,7.478574047962047e-12,4.082205088927105e-12,1.1807376524840314e-12,N2,7012
9.189721880752809e-11,6.3834380365126616e-12,2.4045935845489274e-12,7.854816041510554e-13,N3,7012
3.605167452959364e-11,5.2916606004223646e-12,1.6325625950500837e-12,5.475757128874859e-13,N2,7012
7.732247889181033e-11,5.410313193979287e-12,2.2038323321136006e-12,5.665105180443918e-13,N3,7012
6.253937740637771e-11,4.907289197025563e-12,1.595096285703038e-12,4.56335523852276e-13,N2,7012
9.797080601646361e-11,6.038543360345849e-12,2.7282515606462365e-12,1.007255868628241e-12,N3,7012
3.934573828009846e-11,5.470383086657898e-12,1.1700018789368804e-12,1.4620138524551037e-13,N2,7012
1.1430928314230021e-10,4.869039730653732e-12,1.7230075916017659e-12,3.2120228087426163e-13,N3,7012
6.590210732748039e-11,8.512380302092784e-12,3.845834123511863e-12,1.022339693780712e-12,N2,7012
9.395875138538712e-11,8.56487846152852e-12,3.4930291107432635e-12,1.2169336132211502e-12,N3,7012
1.294897960602229e-10,9.053889764263835e-12,1.7516486399843062e-12,7.717036746655312e-13,N2,7012
2.1283648368890273e-11,7.593453301281865e-12,1.3155349226686296e-12,3.122013704628304e-13,REM,7012
1.7391906775874275e-11,3.6363613806508416e-12,1.9644586041367273e-12,1.1528362032381387e-12,N1,7012
1.669203668047944e-11,4.849855247367481e-12,1.399195882314122e-12,4.603624464233083e-13,N2,7012
9.875249860330588e-12,2.793712026134182e-12,1.7679951382387124e-12,3.5588917957881717e-13,N1,7012
1.8604107471292996e-11,3.747257550612069e-12,9.507305563126049e-13,5.249799519357879e-13,REM,7012
5.491404791897534e-09,8.715680743348079e-11,2.657167828501503e-11,1.8416763518752364e-11,Wake,7012
4.48708372869498e-12,3.4950593648767285e-12,1.3281365084410912e-12,7.396836478534304e-13,N1,7012
4.225730650719198e-11,2.108414652502525e-12,7.510986988005212e-13,4.635052103718587e-13,N2,7012
1.1990221515568299e-11,2.2623158563632973e-12,5.266012539445531e-13,2.0837521677721943e-13,REM,7012
6.072780740717218e-12,1.721081536098398e-12,7.531726562495887e-13,5.865415818829479e-13,N1,7012
7.819412109234572e-12,1.928037957432014e-12,3.8993583754618183e-13,1.8492311461994493e-13,REM,7012
1.4359150299113432e-10,2.08255420323906e-12,1.6882189864588866e-12,6.517411543807178e-13,Wake,7012
3.8618338700042166e-12,1.0270280630173853e-12,6.638554868398042e-13,5.500467445496079e-13,N1,7012
9.727051406053042e-12,1.506295439158925e-12,7.417577059300914e-13,5.600283467494633e-13,N2,7012
8.166667146960497e-12,2.222340258735544e-12,8.245194186922374e-13,2.89887292916766e-13,REM,7012
2.026381298010763e-11,1.1690144854485691e-12,1.1323901782983678e-12,6.00074160201158e-13,N1,7012
3.100967628416435e-11,3.848258479733591e-12,1.5569515968821816e-12,5.546843666772992e-13,N2,7012
1.661501226598142e-11,3.1377885593619083e-12,7.206761059971393e-13,3.0132251718819547e-13,REM,7012
4.173965630578725e-12,1.3533402528430982e-12,1.3976248252136384e-12,7.735341654863892e-13,N1,7012
1.4582631497522022e-11,2.4902944324925467e-12,5.257901529465145e-13,2.7489907761105734e-13,REM,7012
7.293616297466903e-12,1.9638203365127153e-12,1.081819090597445e-12,3.551234332121265e-13,N1,7012
1.0742528639461544e-11,1.4939342850081642e-12,8.069113498426782e-13,4.502718163743725e-13,N2,7012
1.7358608994221055e-11,2.3388185627529633e-12,8.587111371187191e-13,2.827893694362975e-13,REM,7012
2.0217008236655902e-11,1.2812840194136152e-12,1.072109100163914e-12,5.726334527154239e-13,N1,7012
3.9907091450356406e-11,3.1993387735446065e-12,2.0193792043339843e-12,3.770128190417175e-13,Wake,7012
5.368030873827438e-12,1.1385408965785579e-12,8.325148745688642e-13,3.0326520219640947e-13,N1,7012
6.151618278917737e-11,1.9096773159332047e-12,5.116945032069784e-13,5.248993941042505e-13,N2,7012
6.773224480710379e-11,6.299204143796352e-12,2.1526812366573073e-12,5.70716225065068e-13,N3,7012
6.706781997483157e-11,4.28266175713609e-12,1.9474681478431465e-12,4.797539878222936e-13,N2,7012
8.604073945413997e-11,3.680251752587554e-12,1.4757159731534857e-12,5.49116206863592e-13,N3,7012
2.0887348707580162e-10,7.174392608800012e-12,1.6237128686117675e-12,3.6499228857000215e-13,N3,7012
7.531950340830661e-11,5.942500982523478e-12,2.627321944651674e-12,4.789668382728605e-13,N2,7012
6.253571524991957e-11,5.831253615067207e-12,2.6368261255889303e-12,5.549046330745214e-13,N3,7012
4.750799362499877e-11,4.3161960271583475e-12,1.7937015458147183e-12,5.130044569138331e-13,N2,7012
9.445440911464518e-11,3.9961279134985656e-12,1.509957175326026e-12,3.385850278983732e-13,N3,7012
5.780071346303879e-11,3.988910897206909e-12,2.1725944682708472e-12,4.554270259080088e-13,N2,7012
1.0386246942880235e-10,4.623066519491043e-12,2.058647097443831e-12,6.946152296901296e-13,N3,7012
8.355937685759229e-11,5.953646352293579e-12,2.0566002625991568e-12,7.428197239469286e-13,N2,7012
1.844169795170416e-11,1.398435184078021e-12,7.976719047679531e-13,2.001693776932439e-13,REM,7012
5.320481012950499e-10,5.14966216516934e-12,2.2559987292904604e-12,1.0437806262634751e-12,Wake,7012
1.6695367323856612e-11,1.0405886695287751e-12,1.2706955506512849e-12,3.983319902274723e-13,N1,7012
2.621579718090498e-11,2.0796226880148225e-12,1.022277780677138e-12,3.298216280159128e-13,N2,7012
1.2817456169125552e-11,1.935072488969538e-12,7.494655986497894e-13,2.693575836305992e-13,REM,7012
1.0124456557216385e-11,1.0351087799775483e-12,8.906422308249739e-13,5.491662583218333e-13,N1,7012
1.703198983292882e-11,3.1342359572257295e-12,1.1853931037816998e-12,3.4876759726731435e-13,REM,7012
2.1882855359884626e-11,1.2649273993974876e-12,1.0193769871996988e-12,5.176999029333449e-13,N1,7012
2.531126879578713e-11,2.530452468673641e-12,8.096751425782328e-13,5.821356607858243e-13,N2,7012
2.7928147154354805e-10,2.895638437632652e-11,4.54057973178558e-12,3.752048181701592e-12,Wake,7012
2.3251201443452073e-12,1.2822434915478467e-12,8.540488395535852e-13,3.4277165508693313e-13,N1,7012
5.953868177631191e-12,7.739730801672312e-13,7.264624242217452e-13,3.107731560593347e-13,Wake,7012
3.846509308100444e-12,1.0378445913781945e-12,4.087191017102857e-13,5.477927412036481e-13,N1,7012
7.334660566999002e-12,8.218989239887137e-13,7.943305355388297e-13,2.8834534468961504e-13,Wake,7012
3.0712263845552333e-12,6.329056895833676e-13,8.400797982160485e-13,4.213835872924225e-13,N1,7012
5.216468119242942e-12,9.426846382765588e-13,6.331634489916358e-13,2.9066952956192727e-13,Wake,7012
4.49596879205431e-12,6.942985132421192e-13,5.938658040326867e-13,2.7583168050919197e-13,N1,7012
8.036807638654811e-10,1.9894773361310832e-11,4.599980195483713e-12,5.534035561902324e-12,Wake,7012
3.429715438335567e-10,1.066632706901596e-10,1.6744182578394575e-10,1.9835130015216227e-10,Wake,7021
1.2048319274879637e-11,2.065554851480033e-12,9.416465343279158e-13,1.0317656165683546e-12,N1,7021
3.9563423747727106e-11,3.223709948270131e-12,1.7039700234926878e-12,1.3227140639501135e-12,Wake,7021
1.0324456832759186e-11,3.2083703490624382e-12,1.138981665966314e-12,8.800418498588225e-13,N1,7021
1.7419443573210895e-11,3.4714944841462628e-12,2.743291566918986e-12,1.24345866834274e-12,N2,7021
5.136731680070445e-11,3.4562727000965274e-12,3.307798499811677e-12,3.592604234714293e-12,Wake,7021
1.2084013264595189e-11,1.7151298828924791e-12,1.0076024030678984e-12,1.1127707520167236e-12,N1,7021
2.140094691690417e-11,4.281379121396955e-12,2.877815825889053e-12,1.1384128690636107e-12,N2,7021
1.0101178634880959e-11,3.1059000007816472e-12,1.6341767369948277e-12,9.584412918707535e-13,N1,7021
2.6721210535001482e-11,6.262005532218668e-12,7.363311057880189e-12,1.999637741548033e-12,N2,7021
1.6715350599031152e-10,7.102541028126676e-12,9.59526482384659e-12,5.142464875037374e-12,Wake,7021
3.6808530363343296e-11,5.8941392940596826e-12,4.409965475286052e-12,9.68612768855007e-13,N1,7021
1.2509326360502326e-11,2.76716644069977e-12,4.400582275861738e-12,1.0581983032670533e-12,N2,7021
3.0363599809992926e-11,6.225156726467453e-12,8.685726418412559e-12,2.6801656181717838e-12,N1,7021
2.4805913969853932e-11,7.279806063976618e-12,9.301280472333567e-12,1.1884537572246357e-12,N2,7021
3.5332920862280046e-11,2.9424347862384974e-12,2.731151935076854e-12,2.9861184179475616e-12,Wake,7021
4.5490020191803656e-11,7.199929296484322e-12,9.335037418853036e-12,1.7583485918884705e-12,N2,7021
4.742031550530582e-11,7.600258449839758e-12,1.9320780378266158e-11,1.4588013529219204e-12,N3,7021
8.887072072304875e-11,6.186715305414613e-12,4.788016102547252e-12,6.849006753453493e-13,N2,7021
7.825788287803096e-11,1.2481003388095221e-11,1.0211237117888406e-11,1.0419168790068133e-12,N3,7021
1.1932470262451826e-10,1.2004947151061997e-11,1.582856890888885e-11,8.812967284525957e-13,N3,7021
8.045830951904004e-11,9.126665704150884e-12,1.5468803355115855e-11,5.023340961312777e-13,N3,7021
9.210872354713083e-11,9.891111666562916e-12,2.0973589478426145e-11,7.377000154600504e-13,N3,7021
2.350501995764733e-10,1.0257857580932023e-11,1.0707272294850287e-11,3.2638584781016273e-13,N3,7021
2.740600063304122e-10,1.0304341217555619e-11,1.7947582494361682e-11,5.666237861687987e-13,N3,7021
2.5642395410238803e-10,1.4172958925921465e-11,1.8572996685383853e-11,5.259450298637504e-13,N3,7021
1.495110732411738e-10,9.316084726176038e-12,1.2180791570320787e-11,3.671827485158998e-13,N3,7021
1.7794420890665825e-10,9.846916455391961e-12,2.009790097371428e-11,5.084450542347266e-13,N3,7021
2.3087466154106426e-10,9.134725251605366e-12,1.717240788623751e-11,2.7395663448665187e-13,N3,7021
4.4685651342194255e-10,1.5425065378308807e-11,1.339638210348272e-11,3.3357108953291807e-12,Wake,7021
5.1259467114142907e-11,7.339078093499661e-12,8.62228395064072e-12,1.3092499954794787e-12,N2,7021
1.6483296974038074e-10,1.8336123532957974e-11,1.5026783088694085e-11,9.75633233768542e-12,Wake,7021
4.3527280833462064e-11,1.182035451943561e-11,7.010083640100258e-12,1.6170744409866887e-12,N2,7021
2.3469549427388733e-10,1.0158038158440516e-11,1.9669865135268272e-11,2.672326185041079e-12,Wake,7021
1.123568574997683e-11,3.2741754623685242e-12,4.310549254258438e-12,7.354090706102858e-13,N1,7021
1.6607474888695033e-11,5.227419050076382e-12,1.3826105204283235e-11,1.0943481329014295e-12,N2,7021
1.7181895812358868e-10,8.82361221493454e-12,1.63107978587791e-11,6.419149366202983e-13,N3,7021
1.2452842055266186e-10,9.786207944607885e-12,1.6447389791518634e-11,5.065898201540051e-13,N3,7021
2.4128731926895675e-10,1.08108981907665e-11,1.617981345220767e-11,4.619046646407496e-13,N3,7021
2.2168053690730244e-10,8.36934699146843e-12,1.982157219227628e-11,5.50641102936661e-13,N3,7021
1.3106206383762679e-10,8.924644573467073e-12,1.3766900728052148e-11,3.937000901934905e-13,N3,7021
2.489313102671395e-10,9.191971343764918e-12,1.2065257414063436e-11,4.691452497397453e-13,N3,7021
1.0594251977919528e-10,9.242227819676548e-12,1.6709214333818205e-11,4.896649748421904e-13,N3,7021
1.558652094073506e-10,8.447590190158921e-12,1.2344204286766438e-11,4.1766917892695646e-13,N3,7021
2.94418882159069e-10,8.914250210319358e-12,1.0866364039194789e-11,5.348225090300573e-13,N3,7021
2.9153580670107577e-10,1.2985065675213061e-11,1.4056155641708671e-11,3.7034777824071816e-13,N3,7021
3.1465131735627667e-10,1.34550020300884e-11,1.4411383083456328e-11,2.7706873380989945e-12,N3,7021
2.931875735295334e-10,1.3720069563933265e-11,6.102681140735191e-12,1.471022693554671e-12,N1,7021
7.873298578835204e-11,1.0858849263958232e-11,6.4175179470035616e-12,9.226555648345691e-13,N2,7021
8.202691885153121e-11,8.986120219873181e-12,7.739228571111075e-12,5.9357197074807495e-12,Wake,7021
3.272221221284303e-11,3.3807790474964885e-12,2.92284725836064e-12,6.920139139487701e-13,N2,7021
4.604764251056725e-11,1.1910710737424603e-11,5.893996352673028e-12,1.4319871192283796e-12,REM,7021
3.779871389369187e-11,3.000821206042164e-12,1.63936204727795e-12,1.0704682141593921e-12,N1,7021
